segNum,segLength,cumLength,EInit,NInit,UpInit,psiInit,kStart,kEnd,grade,bank,maxE,maxV,frictionBase,updatedFriction,mapType,totalLength,totalSegs,creationTime,x,y,z,bufferLeft,bufferRight,
401,0.999971318,431.7995172,-852.3716403,-164.4002898,0,3.883664003,-0.015116991,-0.015282599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0.999974972,432.7994922,-851.7070831,-165.1474466,0,3.868547371,-0.015282599,-0.015454222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0.999971157,433.7994633,-851.0540414,-165.9046479,0,3.853265281,-0.015454222,-0.015631556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,1.499933491,435.2993968,-850.4128258,-166.6717928,0,3.837812419,-0.015631556,-0.015907524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0.999969231,436.2993661,-849.4738545,-167.8409328,0,3.818239216,-0.015907524,-0.016097614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0.99996843,437.2993345,-848.8635356,-168.6325248,0,3.798400047,-0.016097614,-0.016292114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0.99995134,438.2992858,-848.2661101,-169.4337287,0,3.782310143,-0.016292114,-0.016490572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0.499993621,438.7992795,-847.6818931,-170.2444359,0,3.766028118,-0.016490572,-0.016591139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,1.499926489,440.2992059,-847.3948192,-170.6533432,0,3.753694055,-0.016591139,-0.016897388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0.49998182,440.7991878,-846.5542661,-171.894034,0,3.737049559,-0.016897388,-0.017000758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0.999976175,441.7991639,-846.2810847,-172.3122342,0,3.720235892,-0.017000758,-0.017208986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0.999970328,442.7991343,-845.7454545,-173.1555209,0,3.707471684,-0.017208986,-0.017418657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0.999980398,443.7991147,-845.2244011,-174.0078907,0,3.690279312,-0.017418657,-0.017629097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0.999970343,444.799085,-844.7182219,-174.8692621,0,3.672876884,-0.017629097,-0.017535206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0.999964888,445.7990499,-844.2271938,-175.7394875,0,3.655313543,-0.017535206,-0.01744632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0.999971981,446.7990219,-843.7514249,-176.6183018,0,3.637790541,-0.01744632,-0.017362665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0.999983007,447.7990049,-843.2909813,-177.5054125,0,3.620353845,-0.017362665,-0.017284447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0.499994023,448.2989989,-842.8459337,-178.4005198,0,3.602998076,-0.017284447,-0.017247437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0.999953756,449.2989527,-842.6292066,-178.8509758,0,3.590029051,-0.017247437,-0.017177727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0.999948862,450.2989015,-842.2074076,-179.7574672,0,3.577104729,-0.017177727,-0.017113891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0.999983333,451.2988849,-841.8011905,-180.6711814,0,3.559928335,-0.017113891,-0.017056073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,1.499909136,452.798794,-841.4106121,-181.5918511,0,3.542813436,-0.017056073,-0.016980914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1.499859397,454.2986534,-840.8542747,-182.9851126,0,3.521500437,-0.016980914,-0.01691996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0.499992724,454.7986461,-840.3335747,-184.3921973,0,3.496021778,-0.01691996,-0.01690285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0.999967382,455.7986135,-840.1679522,-184.8641679,0,3.479084133,-0.01690285,-0.016873507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0.999970354,456.7985839,-839.8487044,-185.8122225,0,3.466406003,-0.016873507,-0.016850717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,0.99997362,457.7985575,-839.5455038,-186.7655338,0,3.449525593,-0.016850717,-0.016834535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0.99998201,458.7985395,-839.2584226,-187.7237988,0,3.432668143,-0.016834535,-0.016825004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0.999977429,459.7985169,-838.9875314,-188.6867187,0,3.41582745,-0.016825004,-0.016822156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0.499991804,460.2985087,-838.7329058,-189.6539775,0,3.398997398,-0.016822156,-0.016823245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0.999976573,461.2984853,-838.6117138,-190.1391438,0,3.386378015,-0.016823245,-0.016830454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,0.999982716,462.298468,-838.3816199,-191.1123474,0,3.373758765,-0.016830454,-0.016844374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0.999985689,463.2984537,-838.1679689,-192.0891412,0,3.356928221,-0.016844374,-0.016592755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0.999977872,464.2984316,-837.9707863,-193.0692267,0,3.34013144,-0.016592755,-0.016341267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0.999982439,465.298414,-837.7899088,-194.0523298,0,3.323544048,-0.016341267,-0.01609066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0.499993996,465.798408,-837.6251215,-195.0382077,0,3.307209394,-0.01609066,-0.015965908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,1.499924795,467.2983328,-837.5486952,-195.5321084,0,3.295115363,-0.015965908,-0.015594851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,0.499994419,467.7983272,-837.3429753,-197.0172074,0,3.279239352,-0.015594851,-0.015472475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1.999865653,469.7981929,-837.2821612,-197.5133044,0,3.263569141,-0.015472475,-0.014991404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0.999955914,470.7981488,-837.0770164,-199.5019544,0,3.244386889,-0.014991404,-0.014756764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0.999935182,471.798084,-836.9969287,-200.4984796,0,3.22178727,-0.014756764,-0.014526648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0.999912066,472.797996,-836.9315503,-201.4960953,0,3.207033731,-0.014526648,-0.014301445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0.499994597,473.2979906,-836.8806678,-202.4945439,0,3.192510177,-0.014301445,-0.014190785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,0.99996743,474.2979581,-836.860594,-202.994048,0,3.181758451,-0.014190785,-0.013973571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0.999953981,475.297912,-836.8310535,-203.9933574,0,3.171144988,-0.013973571,-0.013762069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,0.999950072,476.2978621,-836.8154773,-204.9928715,0,3.157175144,-0.013762069,-0.013556541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,0.999948322,477.2978104,-836.8136523,-205.9923445,0,3.143418585,-0.013556541,-0.01335722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0.999940627,478.2977511,-836.8253658,-206.9915233,0,3.129870073,-0.01335722,-0.013164316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0.999919817,479.2976709,-836.8504049,-207.990147,0,3.116524326,-0.013164316,-0.012978017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0.499991147,479.797662,-836.888556,-208.9879471,0,3.10337602,-0.012978017,-0.012887388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,1.499911443,481.2975735,-836.9124839,-209.4864975,0,3.093634527,-0.012887388,-0.011944735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0.499992174,481.7975656,-837.0031114,-210.9803693,0,3.081000755,-0.011944735,-0.01162643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0.999987633,482.7975533,-837.0393481,-211.4778016,0,3.068873561,-0.01162643,-0.010985056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0.999990498,483.7975438,-837.1203843,-212.4719089,0,3.060255931,-0.010985056,-0.010338667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0.99998613,484.7975299,-837.2123073,-213.4650712,0,3.049299731,-0.010338667,-0.0096887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,0.999954725,485.7974846,-837.3144801,-214.4573605,0,3.038987478,-0.0096887,-0.00903642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,1.999653284,487.7971379,-837.4262632,-215.4488293,0,3.029321803,-0.00903642,-0.007729123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,0.999839435,488.7969773,-837.6760905,-217.4294621,0,3.016120197,-0.007729123,-0.007075643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0.999903286,489.7968806,-837.8128783,-218.4189242,0,3.004218815,-0.007075643,-0.006423073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0.999923772,490.7968044,-837.9567426,-219.4079772,0,2.997149072,-0.006423073,-0.005771891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,0.999928779,491.7967332,-838.1070419,-220.3966572,0,2.990727571,-0.005771891,-0.005122435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0.999957293,492.7966905,-838.263138,-221.3850282,0,2.984953716,-0.005122435,-0.00447491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0.499999997,493.2966905,-838.4243987,-222.3731926,0,2.979826456,-0.00447491,-0.004151905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,1.499974986,494.7966655,-838.5067688,-222.8672327,0,2.976384604,-0.004151905,-0.003186066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0.999991629,495.7966571,-838.7598662,-224.3491939,0,2.972439222,-0.003186066,-0.00254477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0.999997681,496.7966548,-838.9327965,-225.3371634,0,2.968312067,-0.00254477,-0.001905453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0.999998645,497.7966534,-839.1083432,-226.3252211,0,2.96575892,-0.001905453,-0.001267982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0.999991911,498.7966453,-839.2858694,-227.3134412,0,2.96384618,-0.001267982,-0.000632188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,0.999980826,499.7966262,-839.4647373,-228.3018954,0,2.962572714,-0.000632188,2.12E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0.999968425,500.7965946,-839.6443098,-229.2906586,0,2.961937484,2.12E-06,0.000833203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0.99995626,501.7965508,-839.8239136,-230.2797919,0,2.961972747,0.000833203,0.001663893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0.999946986,502.7964978,-840.0027277,-231.2692915,0,2.962810476,0.001663893,0.00249545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0.999940376,503.7964382,-840.1798949,-232.2591393,0,2.964483692,0.00249545,0.003329087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0.999949696,504.7963879,-840.354558,-233.249317,0,2.966993072,0.003329087,0.004165952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,1.99995609,506.796344,-840.525862,-234.2398194,0,2.97034014,0.004165952,0.005853431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,0.999994309,507.7963383,-840.8549654,-236.2217435,0,2.977041608,0.005853431,0.006705722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0.999994554,508.7963328,-841.0110468,-237.2131113,0,2.985434096,0.006705722,0.007564555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0.99999096,509.7963238,-841.1603355,-238.2047114,0,2.992161512,0.007564555,0.00843031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,0.99997606,510.7962999,-841.3019733,-239.1965189,0,2.999744038,0.00843031,0.009303121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0.999946412,511.7962463,-841.4351008,-240.1885017,0,3.008186322,0.009303121,0.010182845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0.99994365,512.7961899,-841.5588588,-241.1806244,0,3.017493021,0.010182845,0.01106906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0.999948157,513.7961381,-841.6723934,-242.1728926,0,3.027668854,0.01106906,0.01196098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0.99994554,514.7960836,-841.7748475,-243.1652926,0,3.038718379,0.01196098,0.012857418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,1.499938192,516.2960218,-841.8653626,-244.1577966,0,3.050645469,0.012857418,0.014206927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0.999981041,517.2960029,-841.9768752,-245.6467262,0,3.066837775,0.014206927,0.015106647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0.499997297,517.7960002,-842.0337923,-246.6394402,0,3.084320497,0.015106647,0.015555511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,1.499962683,519.2959628,-842.0567015,-247.1358177,0,3.095472596,0.015555511,0.016893145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,0.999983809,520.2959466,-842.1019426,-248.6249451,0,3.111221055,0.016893145,0.017772678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,0.999988239,521.2959349,-842.1114601,-249.617699,0,3.13200595,0.017772678,0.017284415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0.999982215,522.2959171,-842.1036848,-250.6104128,0,3.149424903,0.017284415,0.016789546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,0.999966863,523.295884,-842.0788734,-251.6029796,0,3.166584701,0.016789546,0.01629005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,2.498714843,525.7945988,-842.0375061,-252.5952783,0,3.18325681,0.01629005,0.015033009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0.999907422,526.7945062,-841.8649083,-255.0729949,0,3.21114035,0.015033009,0.014530325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,0.999979343,527.7944856,-841.7693949,-256.0634714,0,3.237727168,0.014530325,0.014029678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,0.999979724,528.7944653,-841.659476,-257.0532639,0,3.252191925,0.014029678,0.013532127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,0.999983913,529.7944492,-841.5356375,-258.0421898,0,3.266169455,0.013532127,0.013038533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1.499933772,531.294383,-841.3983583,-259.0301412,0,3.279661949,0.013038533,0.012307116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,0.999967067,532.29435,-841.168295,-260.5099476,0,3.295826415,0.012307116,0.011826258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0.999944357,533.2942944,-840.9995169,-261.4949472,0,3.311293088,0.011826258,0.011351286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0.999940804,534.2942352,-840.8189816,-262.478555,0,3.323116238,0.011351286,0.010882454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1.499834379,535.7940696,-840.6271656,-263.4606781,0,3.334472097,0.010882454,0.010191075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,0.999872837,536.7939424,-840.3193545,-264.9307663,0,3.347993601,0.010191075,0.009738104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,0.99993787,537.7938803,-840.101449,-265.9086317,0,3.360848238,0.009738104,0.009291384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,0.999980633,538.7938609,-839.8739266,-266.8846889,0,3.370606701,0.009291384,0.008850772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0.999990068,539.793851,-839.6372702,-267.858804,0,3.379920321,0.008850772,0.00841606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,0.999993642,540.7938446,-839.3919667,-268.8308328,0,3.388793534,0.00841606,0.007986955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1.499869235,542.2937139,-839.1384968,-269.8006578,0,3.397230737,0.007986955,0.007353077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,0.499997277,542.7937111,-838.7440632,-271.2508953,0,3.407147731,0.007353077,0.007055093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0.999901913,543.7936131,-838.6090136,-271.7331294,0,3.414647726,0.007055093,0.006456492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,1.999842172,545.7934552,-838.3340022,-272.695747,0,3.419870987,0.006456492,0.005250858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0.999953333,546.7934086,-837.7662302,-274.6146971,0,3.429262028,0.005250858,0.004644943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,0.999992299,547.7934009,-837.4746137,-275.5714552,0,3.437444049,0.004644943,0.004037556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0.999994973,548.7933958,-837.1786036,-276.526694,0,3.442089513,0.004037556,0.003429075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,0.999994898,549.7933907,-836.8787846,-277.4805855,0,3.446126907,0.003429075,0.002819792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,0.999992431,550.7933832,-836.5757319,-278.4333337,0,3.449555395,0.002819792,0.002209941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,0.999983234,551.7933664,-836.2700206,-279.385143,0,3.452374427,0.002209941,0.001599713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,0.999981046,552.7933474,-835.962227,-280.3362136,0,3.454583614,0.001599713,0.000989254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0.999994439,553.7933419,-835.6529233,-281.2867589,0,3.456182704,0.000989254,0.000378677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,1.499994252,555.2933361,-835.342679,-282.2370003,0,3.457171556,0.000378677,-0.000537166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,0.499999998,555.7933361,-834.8768123,-283.6622234,0,3.457517559,-0.000537166,-0.000842392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,0.999998703,556.7933348,-834.7216767,-284.1373652,0,3.457184026,-0.000842392,-0.001452679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,0.999997986,557.7933328,-834.4120677,-285.0879008,0,3.456476167,-0.001452679,-0.002062646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,0.999998767,558.7933316,-834.1038197,-286.0389459,0,3.455023912,-0.002062646,-0.002672154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,0.999993885,559.7933255,-833.7975066,-286.9907085,0,3.452961712,-0.002672154,-0.003281022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,0.999989551,560.793315,-833.4937045,-287.9433898,0,3.450289876,-0.003281022,-0.00388903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0.999985137,561.7933002,-833.1929875,-288.897197,0,3.447008839,-0.00388903,-0.004495903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,1.999947184,563.7932473,-832.8959298,-289.8523367,0,3.44311918,-0.004495903,-0.005142271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,0.999975108,564.7932225,-832.3147761,-291.7671706,0,3.436258151,-0.005142271,-0.005467171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,0.999971579,565.793194,-832.0313896,-292.726933,0,3.428701851,-0.005467171,-0.005793328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0.999976477,566.7931705,-831.7532474,-293.6882703,0,3.423230488,-0.005793328,-0.0061208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,0.499997678,567.2931682,-831.4806842,-294.6512021,0,3.417432611,-0.0061208,-0.006285042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1.49999544,568.7931636,-831.3465979,-295.1332769,0,3.412879506,-0.006285042,-0.006779784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,0.999997351,569.793161,-830.9536361,-296.5819205,0,3.406480267,-0.006779784,-0.007111255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,0.999980384,570.7931414,-830.6998307,-297.5497119,0,3.39806912,-0.007111255,-0.007443964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,0.99996342,571.7931048,-830.4529581,-298.5191232,0,3.390954665,-0.007443964,-0.007777811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0.999960019,572.7930648,-830.2133548,-299.4901659,0,3.383508672,-0.007777811,-0.008112663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,0.499998812,573.2930636,-829.9813544,-300.462865,0,3.375730187,-0.008112663,-0.008280419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,0.999924802,574.2929884,-829.8683061,-300.9498587,0,3.36968785,-0.008280419,-0.008616426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,0.999919209,575.2929076,-829.6483484,-301.9250345,0,3.363437134,-0.008616426,-0.008952918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0.999931297,576.2928389,-829.4368359,-302.9018933,0,3.354824233,-0.008952918,-0.009289619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,0.999940838,577.2927798,-829.2341017,-303.880464,0,3.345876446,-0.009289619,-0.009626201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0.999941614,578.2927214,-829.0404837,-304.8607559,0,3.336593407,-0.009626201,-0.009962283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,0.999943239,579.2926646,-828.8563206,-305.8427719,0,3.326975088,-0.009962283,-0.010297442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,0.499996446,579.7926611,-828.6819494,-306.8265246,0,3.317021699,-0.010297442,-0.010464537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,2.499855029,582.2925161,-828.598537,-307.3190796,0,3.309347359,-0.010464537,-0.010329505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,0.999990635,583.2925067,-828.219981,-309.7880302,0,3.293734499,-0.010329505,-0.010276754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,0.499997546,583.7925043,-828.0864433,-310.7783625,0,3.275625518,-0.010276754,-0.010250677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,0.999978877,584.7924831,-828.0234898,-311.2740584,0,3.26791663,-0.010250677,-0.010199149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,0.999988448,585.7924716,-827.9051928,-312.2664244,0,3.260239817,-0.010199149,-0.010148497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,0.999989725,586.7924613,-827.7970077,-313.260034,0,3.250046295,-0.010148497,-0.010098769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,0.999987981,587.7924493,-827.6988986,-314.254775,0,3.239902503,-0.010098769,-0.010050008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,0.999977733,588.792427,-827.6108286,-315.2505408,0,3.229807549,-0.010050008,-0.010002259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,0.999954074,589.7923811,-827.5327614,-316.2472191,0,3.21976051,-0.010002259,-0.009955563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,0.999952981,590.7923341,-827.4646602,-317.2446928,0,3.209760489,-0.009955563,-0.009909957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,0.99997902,591.7923131,-827.4064862,-318.2428807,0,3.199806401,-0.009909957,-0.009865477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,0.999988691,592.7923018,-827.3582011,-319.2417061,0,3.189896938,-0.009865477,-0.009822159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,0.499997227,593.292299,-827.3197691,-320.241049,0,3.180030963,-0.009822159,-0.009800946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,1.499968996,594.792268,-827.3042366,-320.7408813,0,3.172658162,-0.009800946,-0.009739145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0.499998521,595.2922665,-827.272318,-322.2408322,0,3.16286923,-0.009739145,-0.009719168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0.999992889,596.2922594,-827.2665556,-322.7409402,0,3.153114308,-0.009719168,-0.009680174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,0.999993494,597.2922529,-827.2623194,-323.7412478,0,3.145827582,-0.009680174,-0.009642482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,0.999990875,598.2922438,-827.26777,-324.7415969,0,3.136143968,-0.009642482,-0.009606119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,1.999954385,600.2921982,-827.2828704,-325.7418807,0,3.126497666,-0.009606119,-0.009537483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,0.999994822,601.292193,-827.3418713,-327.7418179,0,3.112099875,-0.009537483,-0.009540519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,0.999993216,602.2921862,-827.3857044,-328.7412958,0,3.09776466,-0.009540519,-0.009544722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,0.999993257,603.2921795,-827.4390747,-329.7402992,0,3.088219873,-0.009544722,-0.009550089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,0.999991374,604.2921709,-827.5019807,-330.7387307,0,3.078671013,-0.009550089,-0.009556617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,0.999985296,605.2921562,-827.5744208,-331.7364895,0,3.069116988,-0.009556617,-0.009564302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0.499997911,605.7921541,-827.6563932,-332.7334722,0,3.059556741,-0.009564302,-0.009568576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,0.999994544,606.7921486,-827.7009541,-333.2316492,0,3.05238202,-0.009568576,-0.009577986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,1.499970451,608.2921191,-827.7972238,-334.2273006,0,3.045202204,-0.009577986,-0.009594241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
